id,name,acronym,allen_ccf_id,allen_ccf_id_path,color_hex_triplet
691,Perireunensis nucleus,PR,1077,997/8/343/1129/549/856/444/1077/,FF909F
692,Midline group of the dorsal thalamus,MTN,571,997/8/343/1129/549/856/571/,FF909F
693,Paraventricular nucleus of the thalamus,PVT,149,997/8/343/1129/549/856/571/149/,FF909F
694,Parataenial nucleus,PT,15,997/8/343/1129/549/856/571/15/,FF909F
695,Nucleus of reuniens,RE,181,997/8/343/1129/549/856/571/181/,FF909F
696,Xiphoid thalamic nucleus,Xi,560581559,997/8/343/1129/549/856/571/560581559/,FF909F
697,Intralaminar nuclei of the dorsal thalamus,ILM,51,997/8/343/1129/549/856/51/,FF909F
698,Rhomboid nucleus,RH,189,997/8/343/1129/549/856/51/189/,FF909F
699,Central medial nucleus of the thalamus,CM,599,997/8/343/1129/549/856/51/599/,FF909F
700,Paracentral nucleus,PCN,907,997/8/343/1129/549/856/51/907/,FF909F
701,Central lateral nucleus of the thalamus,CL,575,997/8/343/1129/549/856/51/575/,FF909F
702,Parafascicular nucleus,PF,930,997/8/343/1129/549/856/51/930/,FF909F
703,Posterior intralaminar thalamic nucleus,PIL,560581563,997/8/343/1129/549/856/51/560581563/,FF909F
704,Reticular nucleus of the thalamus,RT,262,997/8/343/1129/549/856/262/,FF909F
705,Geniculate group ventral thalamus,GENv,1014,997/8/343/1129/549/856/1014/,FF909F
706,Intergeniculate leaflet of the lateral geniculate complex,IGL,27,997/8/343/1129/549/856/1014/27/,FF909F
707,Intermediate geniculate nucleus,IntG,563807439,997/8/343/1129/549/856/1014/563807439/,FF909F
708,Ventral part of the lateral geniculate complex,LGv,178,997/8/343/1129/549/856/1014/178/,FF909F
709,Ventral part of the lateral geniculate complex lateral zone,LGvl,300,997/8/343/1129/549/856/1014/178/300/,FF909F
710,Ventral part of the lateral geniculate complex medial zone,LGvm,316,997/8/343/1129/549/856/1014/178/316/,FF909F
711,Subgeniculate nucleus,SubG,321,997/8/343/1129/549/856/1014/321/,FF909F
712,Epithalamus,EPI,958,997/8/343/1129/549/856/958/,FF909F
713,Medial habenula,MH,483,997/8/343/1129/549/856/958/483/,FF909F
714,Lateral habenula,LH,186,997/8/343/1129/549/856/958/186/,FF909F
715,Pineal body,PIN,953,997/8/343/1129/549/856/958/953/,FF909F
716,Hypothalamus,HY,1097,997/8/343/1129/1097/,E64438
717,Periventricular zone,PVZ,157,997/8/343/1129/1097/157/,FF5D50
718,Supraoptic nucleus,SO,390,997/8/343/1129/1097/157/390/,FF5D50
719,Accessory supraoptic group,ASO,332,997/8/343/1129/1097/157/332/,FF5D50
720,Nucleus circularis,NC,432,997/8/343/1129/1097/157/332/432/,FF5D50
721,Paraventricular hypothalamic nucleus,PVH,38,997/8/343/1129/1097/157/38/,FF5D50
722,Paraventricular hypothalamic nucleus magnocellular division,PVHm,71,997/8/343/1129/1097/157/38/71/,FF5D50
723,Paraventricular hypothalamic nucleus magnocellular division anterior magnocellular part,PVHam,47,997/8/343/1129/1097/157/38/71/47/,FF5D50
724,Paraventricular hypothalamic nucleus magnocellular division medial magnocellular part,PVHmm,79,997/8/343/1129/1097/157/38/71/79/,FF5D50
725,Paraventricular hypothalamic nucleus magnocellular division posterior magnocellular part,PVHpm,103,997/8/343/1129/1097/157/38/71/103/,FF5D50
726,Paraventricular hypothalamic nucleus magnocellular division posterior magnocellular part lateral zone,PVHpml,652,997/8/343/1129/1097/157/38/71/103/652/,FF5D50
727,Paraventricular hypothalamic nucleus magnocellular division posterior magnocellular part medial zone,PVHpmm,660,997/8/343/1129/1097/157/38/71/103/660/,FF5D50
728,Paraventricular hypothalamic nucleus parvicellular division,PVHp,94,997/8/343/1129/1097/157/38/94/,FF5D50
729,Paraventricular hypothalamic nucleus parvicellular division anterior parvicellular part,PVHap,55,997/8/343/1129/1097/157/38/94/55/,FF5D50
730,Paraventricular hypothalamic nucleus parvicellular division medial parvicellular part dorsal zone,PVHmpd,87,997/8/343/1129/1097/157/38/94/87/,FF5D50
731,Paraventricular hypothalamic nucleus parvicellular division periventricular part,PVHpv,110,997/8/343/1129/1097/157/38/94/110/,FF5D50
732,Periventricular hypothalamic nucleus anterior part,PVa,30,997/8/343/1129/1097/157/30/,FF5D50
733,Periventricular hypothalamic nucleus intermediate part,PVi,118,997/8/343/1129/1097/157/118/,FF5D50
734,Arcuate hypothalamic nucleus,ARH,223,997/8/343/1129/1097/157/223/,FF5D50
735,Periventricular region,PVR,141,997/8/343/1129/1097/141/,FF5547
736,Anterodorsal preoptic nucleus,ADP,72,997/8/343/1129/1097/141/72/,FF5547
737,Anterior hypothalamic area,AHA,80,997/8/343/1129/1097/141/80/,FF5547
738,Anteroventral preoptic nucleus,AVP,263,997/8/343/1129/1097/141/263/,FF5547
739,Anteroventral periventricular nucleus,AVPV,272,997/8/343/1129/1097/141/272/,FF5547
740,Dorsomedial nucleus of the hypothalamus,DMH,830,997/8/343/1129/1097/141/830/,FF5547
741,Dorsomedial nucleus of the hypothalamus anterior part,DMHa,668,997/8/343/1129/1097/141/830/668/,FF5547
742,Dorsomedial nucleus of the hypothalamus posterior part,DMHp,676,997/8/343/1129/1097/141/830/676/,FF5547
743,Dorsomedial nucleus of the hypothalamus ventral part,DMHv,684,997/8/343/1129/1097/141/830/684/,FF5547
744,Median preoptic nucleus,MEPO,452,997/8/343/1129/1097/141/452/,FF5547
745,Medial preoptic area,MPO,523,997/8/343/1129/1097/141/523/,FF5547
746,Vascular organ of the lamina terminalis,OV,763,997/8/343/1129/1097/141/763/,FF5547
747,Posterodorsal preoptic nucleus,PD,914,997/8/343/1129/1097/141/914/,FF5547
748,Parastrial nucleus,PS,1109,997/8/343/1129/1097/141/1109/,FF5547
749,Suprachiasmatic preoptic nucleus,PSCH,1124,997/8/343/1129/1097/141/1124/,FF5547
750,Periventricular hypothalamic nucleus posterior part,PVp,126,997/8/343/1129/1097/141/126/,FF5547
751,Periventricular hypothalamic nucleus preoptic part,PVpo,133,997/8/343/1129/1097/141/133/,FF5547
752,Subparaventricular zone,SBPV,347,997/8/343/1129/1097/141/347/,FF5547
753,Suprachiasmatic nucleus,SCH,286,997/8/343/1129/1097/141/286/,FF5547
754,Subfornical organ,SFO,338,997/8/343/1129/1097/141/338/,FF5547
755,Ventromedial preoptic nucleus,VMPO,576073699,997/8/343/1129/1097/141/576073699/,FF5547
756,Ventrolateral preoptic nucleus,VLPO,689,997/8/343/1129/1097/141/689/,FF5547
757,Hypothalamic medial zone,MEZ,467,997/8/343/1129/1097/467/,FF4C3E
758,Anterior hypothalamic nucleus,AHN,88,997/8/343/1129/1097/467/88/,FF4C3E
759,Anterior hypothalamic nucleus anterior part,AHNa,700,997/8/343/1129/1097/467/88/700/,FF4C3E
760,Anterior hypothalamic nucleus central part,AHNc,708,997/8/343/1129/1097/467/88/708/,FF4C3E
761,Anterior hypothalamic nucleus dorsal part,AHNd,716,997/8/343/1129/1097/467/88/716/,FF4C3E
762,Anterior hypothalamic nucleus posterior part,AHNp,724,997/8/343/1129/1097/467/88/724/,FF4C3E
763,Mammillary body,MBO,331,997/8/343/1129/1097/467/331/,FF4C3E
764,Lateral mammillary nucleus,LM,210,997/8/343/1129/1097/467/331/210/,FF4C3E
765,Medial mammillary nucleus,MM,491,997/8/343/1129/1097/467/331/491/,FF4C3E
766,Medial mammillary nucleus median part,Mmme,732,997/8/343/1129/1097/467/331/491/732/,FF4C3E
767,Medial mammillary nucleus lateral part,Mml,606826647,997/8/343/1129/1097/467/331/491/606826647/,FF4C3E
768,Medial mammillary nucleus medial part,Mmm,606826651,997/8/343/1129/1097/467/331/491/606826651/,FF4C3E
769,Medial mammillary nucleus posterior part,Mmp,606826655,997/8/343/1129/1097/467/331/491/606826655/,FF4C3E
770,Medial mammillary nucleus dorsal part,Mmd,606826659,997/8/343/1129/1097/467/331/491/606826659/,FF4C3E
771,Supramammillary nucleus,SUM,525,997/8/343/1129/1097/467/331/525/,FF4C3E
772,Supramammillary nucleus lateral part,SUMl,1110,997/8/343/1129/1097/467/331/525/1110/,FF4C3E
773,Supramammillary nucleus medial part,SUMm,1118,997/8/343/1129/1097/467/331/525/1118/,FF4C3E
774,Tuberomammillary nucleus,TM,557,997/8/343/1129/1097/467/331/557/,FF4C3E
775,Tuberomammillary nucleus dorsal part,TMd,1126,997/8/343/1129/1097/467/331/557/1126/,FF4C3E
776,Tuberomammillary nucleus ventral part,TMv,1,997/8/343/1129/1097/467/331/557/1/,FF4C3E
777,Medial preoptic nucleus,MPN,515,997/8/343/1129/1097/467/515/,FF4C3E
778,Medial preoptic nucleus central part,MPNc,740,997/8/343/1129/1097/467/515/740/,FF4C3E
779,Medial preoptic nucleus lateral part,MPNl,748,997/8/343/1129/1097/467/515/748/,FF4C3E
780,Medial preoptic nucleus medial part,MPNm,756,997/8/343/1129/1097/467/515/756/,FF4C3E
781,Dorsal premammillary nucleus,PMd,980,997/8/343/1129/1097/467/980/,FF4C3E
782,Ventral premammillary nucleus,PMv,1004,997/8/343/1129/1097/467/1004/,FF4C3E
783,Paraventricular hypothalamic nucleus descending division,PVHd,63,997/8/343/1129/1097/467/63/,FF4C3E
784,Paraventricular hypothalamic nucleus descending division dorsal parvicellular part,PVHdp,439,997/8/343/1129/1097/467/63/439/,FF4C3E
785,Paraventricular hypothalamic nucleus descending division forniceal part,PVHf,447,997/8/343/1129/1097/467/63/447/,FF4C3E
786,Paraventricular hypothalamic nucleus descending division lateral parvicellular part,PVHlp,455,997/8/343/1129/1097/467/63/455/,FF4C3E
787,Paraventricular hypothalamic nucleus descending division medial parvicellular part ventral zone,PVHmpv,464,997/8/343/1129/1097/467/63/464/,FF4C3E
788,Ventromedial hypothalamic nucleus,VMH,693,997/8/343/1129/1097/467/693/,FF4C3E
789,Ventromedial hypothalamic nucleus anterior part,VMHa,761,997/8/343/1129/1097/467/693/761/,FF4C3E
790,Ventromedial hypothalamic nucleus central part,VMHc,769,997/8/343/1129/1097/467/693/769/,FF4C3E
791,Ventromedial hypothalamic nucleus dorsomedial part,VMHdm,777,997/8/343/1129/1097/467/693/777/,FF4C3E
792,Ventromedial hypothalamic nucleus ventrolateral part,VMHvl,785,997/8/343/1129/1097/467/693/785/,FF4C3E
793,Posterior hypothalamic nucleus,PH,946,997/8/343/1129/1097/467/946/,FF4C3E
794,Hypothalamic lateral zone,LZ,290,997/8/343/1129/1097/290/,F2483B
795,Lateral hypothalamic area,LHA,194,997/8/343/1129/1097/290/194/,F2483B
796,Lateral preoptic area,LPO,226,997/8/343/1129/1097/290/226/,F2483B
797,Preparasubthalamic nucleus,PST,356,997/8/343/1129/1097/290/356/,F2483B
798,Parasubthalamic nucleus,PSTN,364,997/8/343/1129/1097/290/364/,F2483B
799,Perifornical nucleus,PeF,576073704,997/8/343/1129/1097/290/576073704/,F2483B
800,Retrochiasmatic area,RCH,173,997/8/343/1129/1097/290/173/,F2483B
801,Subthalamic nucleus,STN,470,997/8/343/1129/1097/290/470/,F2483B
802,Tuberal nucleus,TU,614,997/8/343/1129/1097/290/614/,F2483B
803,Zona incerta,ZI,797,997/8/343/1129/1097/290/797/,F2483B
804,Dopaminergic A13 group,A13,796,997/8/343/1129/1097/290/797/796/,F2483B
805,Fields of Forel,FF,804,997/8/343/1129/1097/290/797/804/,F2483B
806,Median eminence,ME,10671,997/8/343/1129/1097/10671/,F2483B
807,Midbrain,MB,313,997/8/343/313/,FF64FF
808,Midbrain sensory related,MBsen,339,997/8/343/313/339/,FF7AFF
809,Superior colliculus sensory related,SCs,302,997/8/343/313/339/302/,FF7AFF
810,Superior colliculus optic layer,SCop,851,997/8/343/313/339/302/851/,FF7AFF
811,Superior colliculus superficial gray layer,SCsg,842,997/8/343/313/339/302/842/,FF7AFF
812,Superior colliculus zonal layer,SCzo,834,997/8/343/313/339/302/834/,FF7AFF
813,Inferior colliculus,IC,4,997/8/343/313/339/4/,FF7AFF
814,Inferior colliculus central nucleus,ICc,811,997/8/343/313/339/4/811/,FF7AFF
815,Inferior colliculus dorsal nucleus,ICd,820,997/8/343/313/339/4/820/,FF7AFF
816,Inferior colliculus external nucleus,ICe,828,997/8/343/313/339/4/828/,FF7AFF
817,Nucleus of the brachium of the inferior colliculus,NB,580,997/8/343/313/339/580/,FF7AFF
818,Nucleus sagulum,SAG,271,997/8/343/313/339/271/,FF7AFF
819,Parabigeminal nucleus,PBG,874,997/8/343/313/339/874/,FF7AFF
820,Midbrain trigeminal nucleus,MEV,460,997/8/343/313/339/460/,FF7AFF
821,Subcommissural organ,SCO,599626923,997/8/343/313/339/599626923/,FF7AFF
822,Midbrain motor related,MBmot,323,997/8/343/313/323/,FF90FF
823,Substantia nigra reticular part,SNr,381,997/8/343/313/323/381/,FF90FF
824,Ventral tegmental area,VTA,749,997/8/343/313/323/749/,FF90FF
825,Paranigral nucleus,PN,607344830,997/8/343/313/323/607344830/,FF90FF
826,Midbrain reticular nucleus retrorubral area,RR,246,997/8/343/313/323/246/,FF90FF
827,Midbrain reticular nucleus,MRN,128,997/8/343/313/323/128/,FF90FF
828,Midbrain reticular nucleus magnocellular part,MRNm,539,997/8/343/313/323/128/539/,FF90FF
829,Midbrain reticular nucleus magnocellular part general,MRNmg,548,997/8/343/313/323/128/548/,FF90FF
830,Midbrain reticular nucleus parvicellular part,MRNp,555,997/8/343/313/323/128/555/,FF90FF
831,Superior colliculus motor related,SCm,294,997/8/343/313/323/294/,FF90FF
832,Superior colliculus motor related deep gray layer,SCdg,26,997/8/343/313/323/294/26/,FF90FF
833,Superior colliculus motor related deep white layer,SCdw,42,997/8/343/313/323/294/42/,FF90FF
834,Superior colliculus motor related intermediate white layer,SCiw,17,997/8/343/313/323/294/17/,FF90FF
835,Superior colliculus motor related intermediate gray layer,SCig,10,997/8/343/313/323/294/10/,FF90FF
836,Superior colliculus motor related intermediate gray layer sublayer a,SCig-a,494,997/8/343/313/323/294/10/494/,FF90FF
837,Superior colliculus motor related intermediate gray layer sublayer b,SCig-b,503,997/8/343/313/323/294/10/503/,FF90FF
838,Superior colliculus motor related intermediate gray layer sublayer c,SCig-c,511,997/8/343/313/323/294/10/511/,FF90FF
839,Periaqueductal gray,PAG,795,997/8/343/313/323/795/,FF90FF
840,Precommissural nucleus,PRC,50,997/8/343/313/323/795/50/,FF90FF
841,Interstitial nucleus of Cajal,INC,67,997/8/343/313/323/795/67/,FF90FF
842,Nucleus of Darkschewitsch,ND,587,997/8/343/313/323/795/587/,FF90FF
843,Supraoculomotor periaqueductal gray,Su3,614454277,997/8/343/313/323/795/614454277/,FF90FF
844,Pretectal region,PRT,1100,997/8/343/313/323/1100/,FF90FF
845,Anterior pretectal nucleus,APN,215,997/8/343/313/323/1100/215/,FF90FF
846,Medial pretectal area,MPT,531,997/8/343/313/323/1100/531/,FF90FF
847,Nucleus of the optic tract,NOT,628,997/8/343/313/323/1100/628/,FF90FF
848,Nucleus of the posterior commissure,NPC,634,997/8/343/313/323/1100/634/,FF90FF
849,Olivary pretectal nucleus,OP,706,997/8/343/313/323/1100/706/,FF90FF
850,Posterior pretectal nucleus,PPT,1061,997/8/343/313/323/1100/1061/,FF90FF
851,Retroparafascicular nucleus,RPF,549009203,997/8/343/313/323/1100/549009203/,FF90FF
852,Intercollicular nucleus,InCo,549009207,997/8/343/313/323/549009207/,FF90FF
853,Cuneiform nucleus,CUN,616,997/8/343/313/323/616/,FF90FF
854,Red nucleus,RN,214,997/8/343/313/323/214/,FF90FF
855,Oculomotor nucleus,III,35,997/8/343/313/323/35/,FF90FF
856,Medial accesory oculomotor nucleus,MA3,549009211,997/8/343/313/323/549009211/,FF90FF
857,Edinger-Westphal nucleus,EW,975,997/8/343/313/323/975/,FF90FF
858,Trochlear nucleus,IV,115,997/8/343/313/323/115/,FF90FF
859,Paratrochlear nucleus,Pa4,606826663,997/8/343/313/323/606826663/,FF90FF
860,Ventral tegmental nucleus,VTN,757,997/8/343/313/323/757/,FF90FF
861,Anterior tegmental nucleus,AT,231,997/8/343/313/323/231/,FF90FF
862,Lateral terminal nucleus of the accessory optic tract,LT,66,997/8/343/313/323/66/,FF90FF
863,Dorsal terminal nucleus of the accessory optic tract,DT,75,997/8/343/313/323/75/,FF90FF
864,Medial terminal nucleus of the accessory optic tract,MT,58,997/8/343/313/323/58/,FF90FF
865,Substantia nigra lateral part,SNl,615,997/8/343/313/323/615/,FF90FF
866,Midbrain behavioral state related,MBsta,348,997/8/343/313/348/,FF90FF
867,Substantia nigra compact part,SNc,374,997/8/343/313/348/374/,FFA6FF
868,Pedunculopontine nucleus,PPN,1052,997/8/343/313/348/1052/,FFA6FF
869,Midbrain raphe nuclei,RAmb,165,997/8/343/313/348/165/,FFA6FF
870,Interfascicular nucleus raphe,IF,12,997/8/343/313/348/165/12/,FFA6FF
871,Interpeduncular nucleus,IPN,100,997/8/343/313/348/165/100/,FFA6FF
872,Interpeduncular nucleus rostral,IPR,607344834,997/8/343/313/348/165/100/607344834/,FFA6FF
873,Interpeduncular nucleus caudal,IPC,607344838,997/8/343/313/348/165/100/607344838/,FFA6FF
874,Interpeduncular nucleus apical,IPA,607344842,997/8/343/313/348/165/100/607344842/,FFA6FF
875,Interpeduncular nucleus lateral,IPL,607344846,997/8/343/313/348/165/100/607344846/,FFA6FF
876,Interpeduncular nucleus intermediate,IPI,607344850,997/8/343/313/348/165/100/607344850/,FFA6FF
877,Interpeduncular nucleus dorsomedial,IPDM,607344854,997/8/343/313/348/165/100/607344854/,FFA6FF
878,Interpeduncular nucleus dorsolateral,IPDL,607344858,997/8/343/313/348/165/100/607344858/,FFA6FF
879,Interpeduncular nucleus rostrolateral,IPRL,607344862,997/8/343/313/348/165/100/607344862/,FFA6FF
880,Rostral linear nucleus raphe,RL,197,997/8/343/313/348/165/197/,FFA6FF
881,Central linear nucleus raphe,CLI,591,997/8/343/313/348/165/591/,FFA6FF
882,Dorsal nucleus raphe,DR,872,997/8/343/313/348/165/872/,FFA6FF
883,Hindbrain,HB,1065,997/8/343/1065/,FF9B88
884,Pons,P,771,997/8/343/1065/771/,FF9B88
885,Pons sensory related,P-sen,1132,997/8/343/1065/771/1132/,FFAE6F
886,Nucleus of the lateral lemniscus,NLL,612,997/8/343/1065/771/1132/612/,FFAE6F
887,Nucleus of the lateral lemniscus dorsal part,NLLd,82,997/8/343/1065/771/1132/612/82/,FFAE6F
888,Nucleus of the lateral lemniscus horizontal part,NLLh,90,997/8/343/1065/771/1132/612/90/,FFAE6F
889,Nucleus of the lateral lemniscus ventral part,NLLv,99,997/8/343/1065/771/1132/612/99/,FFAE6F
890,Principal sensory nucleus of the trigeminal,PSV,7,997/8/343/1065/771/1132/7/,FFAE6F
891,Parabrachial nucleus,PB,867,997/8/343/1065/771/1132/867/,FFAE6F
892,Koelliker-Fuse subnucleus,KF,123,997/8/343/1065/771/1132/867/123/,FFAE6F
893,Parabrachial nucleus lateral division,PBl,881,997/8/343/1065/771/1132/867/881/,FFAE6F
894,Parabrachial nucleus lateral division central lateral part,PBlc,860,997/8/343/1065/771/1132/867/881/860/,FFAE6F
895,Parabrachial nucleus lateral division dorsal lateral part,PBld,868,997/8/343/1065/771/1132/867/881/868/,FFAE6F
896,Parabrachial nucleus lateral division external lateral part,PBle,875,997/8/343/1065/771/1132/867/881/875/,FFAE6F
897,Parabrachial nucleus lateral division superior lateral part,PBls,883,997/8/343/1065/771/1132/867/881/883/,FFAE6F
898,Parabrachial nucleus lateral division ventral lateral part,PBlv,891,997/8/343/1065/771/1132/867/881/891/,FFAE6F
899,Parabrachial nucleus medial division,PBm,890,997/8/343/1065/771/1132/867/890/,FFAE6F
900,Parabrachial nucleus medial division external medial part,PBme,899,997/8/343/1065/771/1132/867/890/899/,FFAE6F
901,Parabrachial nucleus medial division medial medial part,PBmm,915,997/8/343/1065/771/1132/867/890/915/,FFAE6F
902,Parabrachial nucleus medial division ventral medial part,PBmv,923,997/8/343/1065/771/1132/867/890/923/,FFAE6F
903,Superior olivary complex,SOC,398,997/8/343/1065/771/1132/398/,FFAE6F
904,Superior olivary complex periolivary region,POR,122,997/8/343/1065/771/1132/398/122/,FFAE6F
905,Superior olivary complex medial part,SOCm,105,997/8/343/1065/771/1132/398/105/,FFAE6F
906,Superior olivary complex lateral part,SOCl,114,997/8/343/1065/771/1132/398/114/,FFAE6F
907,Pons motor related,P-mot,987,997/8/343/1065/771/987/,FFBA86
908,Barrington's nucleus,B,280,997/8/343/1065/771/987/280/,FFBA86
909,Dorsal tegmental nucleus,DTN,880,997/8/343/1065/771/987/880/,FFBA86
910,Lateral tegmental nucleus,LTN,283,997/8/343/1065/771/987/283/,FFBA86
911,Posterodorsal tegmental nucleus,PDTg,599626927,997/8/343/1065/771/987/599626927/,FFBA86
912,Pontine central gray,PCG,898,997/8/343/1065/771/987/898/,FFBA86
913,Pontine gray,PG,931,997/8/343/1065/771/987/931/,FFBA86
914,Pontine reticular nucleus caudal part,PRNc,1093,997/8/343/1065/771/987/1093/,FFBA86
915,Pontine reticular nucleus ventral part,PRNv,552,997/8/343/1065/771/987/552/,FFBA86
916,Supragenual nucleus,SG,318,997/8/343/1065/771/987/318/,FFBA86
917,Superior salivatory nucleus,SSN,462,997/8/343/1065/771/987/462/,FFBA86
918,Supratrigeminal nucleus,SUT,534,997/8/343/1065/771/987/534/,FFBA86
919,Tegmental reticular nucleus,TRN,574,997/8/343/1065/771/987/574/,FFBA86
920,Motor nucleus of trigeminal,V,621,997/8/343/1065/771/987/621/,FFBA86
921,Peritrigeminal zone,P5,549009215,997/8/343/1065/771/987/549009215/,FFBA86
922,Accessory trigeminal nucleus,Acs5,549009219,997/8/343/1065/771/987/549009219/,FFBA86
923,Parvicellular motor 5 nucleus,PC5,549009223,997/8/343/1065/771/987/549009223/,FFBA86
924,Intertrigeminal nucleus,I5,549009227,997/8/343/1065/771/987/549009227/,FFBA86
925,Pons behavioral state related,P-sat,1117,997/8/343/1065/771/1117/,FFC395
926,Superior central nucleus raphe,CS,679,997/8/343/1065/771/1117/679/,FFC395
927,Superior central nucleus raphe lateral part,CSl,137,997/8/343/1065/771/1117/679/137/,FFC395
928,Superior central nucleus raphe medial part,CSm,130,997/8/343/1065/771/1117/679/130/,FFC395
929,Locus ceruleus,LC,147,997/8/343/1065/771/1117/147/,FFC395
930,Laterodorsal tegmental nucleus,LDT,162,997/8/343/1065/771/1117/162/,FFC395
931,Nucleus incertus,NI,604,997/8/343/1065/771/1117/604/,FFC395
932,Pontine reticular nucleus,PRNr,146,997/8/343/1065/771/1117/146/,FFC395
933,Nucleus raphe pontis,RPO,238,997/8/343/1065/771/1117/238/,FFC395
934,Subceruleus nucleus,SLC,350,997/8/343/1065/771/1117/350/,FFC395
935,Sublaterodorsal nucleus,SLD,358,997/8/343/1065/771/1117/358/,FFC395
936,Medulla,MY,354,997/8/343/1065/354/,FF9BCD
937,Medulla sensory related,MY-sen,386,997/8/343/1065/354/386/,FFA5D2
938,Area postrema,AP,207,997/8/343/1065/354/386/207/,FFA5D2
939,Cochlear nuclei,CN,607,997/8/343/1065/354/386/607/,FFA5D2
940,Granular lamina of the cochlear nuclei,CNlam,112,997/8/343/1065/354/386/607/112/,FFA5D2
941,Cochlear nucleus subpedunclular granular region,CNspg,560,997/8/343/1065/354/386/607/560/,FFA5D2
942,Dorsal cochlear nucleus,DCO,96,997/8/343/1065/354/386/607/96/,FFA5D2
943,Ventral cochlear nucleus,VCO,101,997/8/343/1065/354/386/607/101/,FFA5D2
944,Dorsal column nuclei,DCN,720,997/8/343/1065/354/386/720/,FFA5D2
945,Cuneate nucleus,CU,711,997/8/343/1065/354/386/720/711/,FFA5D2
946,Gracile nucleus,GR,1039,997/8/343/1065/354/386/720/1039/,FFA5D2
947,External cuneate nucleus,ECU,903,997/8/343/1065/354/386/903/,FFA5D2
948,Nucleus of the trapezoid body,NTB,642,997/8/343/1065/354/386/642/,FFA5D2
949,Nucleus of the solitary tract,NTS,651,997/8/343/1065/354/386/651/,FFA5D2
950,Nucleus of the solitary tract central part,NTSce,659,997/8/343/1065/354/386/651/659/,FFA5D2
951,Nucleus of the solitary tract commissural part,NTSco,666,997/8/343/1065/354/386/651/666/,FFA5D2
952,Nucleus of the solitary tract gelatinous part,NTSge,674,997/8/343/1065/354/386/651/674/,FFA5D2
953,Nucleus of the solitary tract lateral part,NTSl,682,997/8/343/1065/354/386/651/682/,FFA5D2
954,Nucleus of the solitary tract medial part,NTSm,691,997/8/343/1065/354/386/651/691/,FFA5D2
955,Spinal nucleus of the trigeminal caudal part,SPVC,429,997/8/343/1065/354/386/429/,FFA5D2
956,Spinal nucleus of the trigeminal interpolar part,SPVI,437,997/8/343/1065/354/386/437/,FFA5D2
957,Spinal nucleus of the trigeminal oral part,SPVO,445,997/8/343/1065/354/386/445/,FFA5D2
958,Spinal nucleus of the trigeminal oral part caudal dorsomedial part,SPVOcdm,77,997/8/343/1065/354/386/445/77/,FFA5D2
959,Spinal nucleus of the trigeminal oral part middle dorsomedial part dorsal zone,SPVOmdmd,53,997/8/343/1065/354/386/445/53/,FFA5D2
960,Spinal nucleus of the trigeminal oral part middle dorsomedial part ventral zone,SPVOmdmv,61,997/8/343/1065/354/386/445/61/,FFA5D2
961,Spinal nucleus of the trigeminal oral part rostral dorsomedial part,SPVOrdm,45,997/8/343/1065/354/386/445/45/,FFA5D2
962,Spinal nucleus of the trigeminal oral part ventrolateral part,SPVOvl,69,997/8/343/1065/354/386/445/69/,FFA5D2
963,Paratrigeminal nucleus,Pa5,589508451,997/8/343/1065/354/386/589508451/,FFA5D2
964,Nucleus z,z,789,997/8/343/1065/354/386/789/,FFA5D2
965,Medulla motor related,MY-mot,370,997/8/343/1065/354/370/,FFB3D9
966,Abducens nucleus,VI,653,997/8/343/1065/354/370/653/,FFB3D9
967,Accessory abducens nucleus,ACVI,568,997/8/343/1065/354/370/568/,FFB3D9
968,Facial motor nucleus,VII,661,997/8/343/1065/354/370/661/,FFB3D9
969,Accessory facial motor nucleus,ACVII,576,997/8/343/1065/354/370/576/,FFB3D9
970,Efferent vestibular nucleus,EV,640,997/8/343/1065/354/370/640/,FFB3D9
971,Nucleus ambiguus,AMB,135,997/8/343/1065/354/370/135/,FFB3D9
972,Nucleus ambiguus dorsal division,AMBd,939,997/8/343/1065/354/370/135/939/,FFB3D9
973,Nucleus ambiguus ventral division,AMBv,143,997/8/343/1065/354/370/135/143/,FFB3D9
974,Dorsal motor nucleus of the vagus nerve,DMX,839,997/8/343/1065/354/370/839/,FFB3D9
975,Efferent cochlear group,ECO,887,997/8/343/1065/354/370/887/,FFB3D9
976,Gigantocellular reticular nucleus,GRN,1048,997/8/343/1065/354/370/1048/,FFB3D9
977,Infracerebellar nucleus,ICB,372,997/8/343/1065/354/370/372/,FFB3D9
978,Inferior olivary complex,IO,83,997/8/343/1065/354/370/83/,FFB3D9
979,Intermediate reticular nucleus,IRN,136,997/8/343/1065/354/370/136/,FFB3D9
980,Inferior salivatory nucleus,ISN,106,997/8/343/1065/354/370/106/,FFB3D9
981,Linear nucleus of the medulla,LIN,203,997/8/343/1065/354/370/203/,FFB3D9
982,Lateral reticular nucleus,LRN,235,997/8/343/1065/354/370/235/,FFB3D9
983,Lateral reticular nucleus magnocellular part,LRNm,955,997/8/343/1065/354/370/235/955/,FFB3D9
984,Lateral reticular nucleus parvicellular part,LRNp,963,997/8/343/1065/354/370/235/963/,FFB3D9
985,Magnocellular reticular nucleus,MARN,307,997/8/343/1065/354/370/307/,FFB3D9
986,Medullary reticular nucleus,MDRN,395,997/8/343/1065/354/370/395/,FFB3D9
987,Medullary reticular nucleus dorsal part,MDRNd,1098,997/8/343/1065/354/370/395/1098/,FFB3D9
